SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,experimental class
4.887,2.291,2,0,2,0,6,44.8,0,0,4,0,3.936,0.732,10.577,0,1.005,1.116,0,0,0,1.32,2,0,1,0,2.329,0,0,0,3.219,0,4,4,4,3.954,2.337,2,9.239,0,2,NRB
5.415,2.605,0,0,0,2,8,40.4,8,2,0,0,4.08,1.006,11.361,8,0.979,1.124,0,0,0,1.277,2,0,0,0,2.459,0,0,0,3.688,0,2,0,2,3.872,2.133,0,9.14,0,0,NRB
4.887,1.7855,0,0,2,0,0,31.9,2,0,6,0,3.616,0.732,10.577,0,0.97,1.145,0,0,0,1.211,2,0,0,0,2.329,0,0,0,3.219,4,0,4,4,3.374,1.794,2,8.174,0,0,NRB
5.511,2.4453,0,0,0,1,4,45.5,2,2,0,0,3.741,0.732,10.806,4,0.992,1.113,0,0,0,1.271,2,0,0,0,2.42,0,0,0,2.731,0,2,0,2,3.785,2.348,0,8.784,0,0,NRB
5.076,1.9467,0,0,0,0,4,42,1,3,0,-0.185,4.049,2.094,10.679,10,0.989,1.121,0,0,0,1.25,2,0,0,0,2.372,0,0,12.363,5.623,0,2,0,1,3.827,2.222,0,8.963,0,0,NRB
5.656,2.6715,2,0,0,1,4,45.7,1,3,0,-0.741,4.116,1.33,10.978,9,1.02,1.11,0,0,0,1.279,2,0,1,0,2.481,0,0,12.298,2.211,0,2,0,1,3.944,2.562,0,9.362,0,2,NRB
5.534,2.6742,4,0,0,1,8,45.5,2,2,0,0,5.001,0.74,11.131,4,1.019,1.094,0,0,0,1.4,2,1,0,0,2.475,0,1,0,2.978,0,6,0,2,6.896,2.361,0,12.971,0,4,NRB
5.003,2.9434,0,0,3,0,3,50,0,0,3,0,3.347,0.629,10.084,0,0.982,1.108,0,0,0,1.321,3,0,0,0,2.351,0.004,0,0,1.075,0,1,2,2,3.876,2.091,1,8.48,0,0,NRB
5.097,2.9965,0,0,6,0,4,45.5,0,0,6,0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.301,3,0,0,0,2.39,-0.002,0,0,1.128,0,2,4,4,3.918,2.222,2,8.577,0,0,NRB
5.119,3.0152,0,0,6,0,4,45.5,0,0,6,0,3.429,0.73,10.265,0,0.988,1.121,0,0,0,1.302,3,0,0,0,2.394,-0.002,0,0,1.098,0,2,4,4,3.921,2.222,2,8.577,0,0,NRB
4.933,2.0578,0,0,3,0,4,53.3,0,0,4,0,3.772,0,10.465,0,0.98,1.1,0,0,0,1.34,4,0,0,1,2.359,0,0,0,3.08,0,2,4,1,3.865,1.951,1,8.875,0,0,NRB
5.177,3.0834,2,0,0,0,5,52.6,0,1,0,0,3.754,0.773,10.418,3,1.027,1.093,0,0,0,1.337,3,0,1,0,2.426,0.001,0,0,1.085,0,3,0,1,4.122,2.504,0,9.163,0,2,NRB
4.861,2.4143,0,0,0,0,2,45.5,0,0,0,0,3.186,0,9.863,0,0.968,1.113,0,0,0,1.3,3,0,0,0,2.303,-0.007,0,0,1.047,0,0,0,0,3.657,1.733,0,8.069,0,0,NRB
4.802,2.1315,0,0,0,0,0,42.9,0,0,0,0,3.065,0,9.805,0,0.967,1.119,0,0,0,1.308,3,0,0,0,2.323,0.012,0,0,0.95,2,0,0,0,3.466,1.685,0,7.805,0,0,NRB
4.783,2.289,0,0,0,0,0,42.9,1,0,0,1.669,3.072,1.057,9.982,0,0.967,1.119,0,0,0,1.324,3,0,0,0,2.413,0.012,0,0,1.358,2,0,0,0,3.594,1.704,0,7.933,0,0,NRB
5,2.039,0,0,0,0,0,45.5,0,0,0,0,3.196,0,10.284,0,0.968,1.113,0,0,0,1.35,6,0,0,0,2.518,0.003,0,0,0.912,4,0,0,0,3.633,1.633,0,8.066,0,0,NRB
5.352,2.4062,0,0,3,0,5,53.8,0,2,3,-0.309,3.801,0.682,10.784,8,1.011,1.099,0,0,0,1.298,6,0,0,0,2.518,0,0,24.44,1.322,0,1,2,2,3.966,2.569,1,8.965,0,0,NRB
4.88,2.4429,0,0,0,0,4,50,0,2,0,0,3.578,0.673,10.289,4,1.003,1.104,0,0,0,1.277,2,0,0,0,2.316,-0.001,0,0,2.38,0,2,0,2,3.767,2.476,0,8.634,0,0,NRB
5.393,2.1651,0,0,0,1,2,47.4,2,0,0,1.199,3.776,0.662,10.741,0,0.969,1.109,0,0,0,1.317,2,0,0,0,2.366,0,0,0,3.601,0,0,0,0,3.697,1.931,0,8.77,0,0,NRB
5.124,1.6801,0,0,0,0,8,42.3,4,4,0,0,4.148,0.596,11.063,10,0.996,1.12,0,0,0,1.234,4,0,0,0,2.437,0,0,0,3.93,0,2,0,0,3.882,2,0,9.237,0,0,NRB
4.835,2.2543,0,0,3,0,3,53.8,0,0,4,0,3.666,0,10.423,0,0.982,1.099,0,0,0,1.354,4,0,0,1,2.417,0,0,0,2.345,0,0,4,1,3.942,1.944,1,8.839,0,0,NRB
4.802,2.6247,0,0,4,0,2,39.1,0,2,9,-0.538,3.601,1.489,10.297,3,1.027,1.137,0,0,0,1.245,3,0,0,1,2.386,-0.001,0,10.865,2.684,0,0,4,2,3.936,2.512,3,8.751,0,0,NRB
4.931,2.9714,0,0,3,0,3,41.2,0,2,6,0,3.507,1.028,10.239,4,1.05,1.137,0,1,0,1.273,3,0,0,1,2.375,-0.002,0,20.668,1.723,0,1,6,1,3.966,2.875,3,8.841,0,0,NRB
4.499,3.0701,0,0,1,0,0,46.7,0,0,1,0,3.013,1.125,9.311,0,0.984,1.116,0,0,0,1.299,1,0,0,0,2.136,0.045,0,0,1.481,0,0,2,0,3.599,2.208,1,7.964,0,0,NRB
4.414,3.2496,0,0,1,0,0,38.5,0,0,3,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.253,1,0,0,0,2.101,-0.081,0,0,0.975,0,0,3,2,3.587,2.381,2,7.838,0,0,NRB
4.414,3.201,0,0,0,0,0,38.5,0,0,3,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.252,1,0,0,0,2.101,-0.081,0,0,0.975,0,1,4,2,3.579,2.381,2,7.834,0,0,NRB
4.414,3.223,0,0,1,0,0,38.5,0,0,2,0,2.883,0.802,9.183,0,0.998,1.141,0,0,0,1.256,1,0,0,0,2.101,-0.081,0,0,0.975,0,1,4,2,3.581,2.381,2,7.834,0,0,NRB
5.003,3.0607,0,0,1,0,3,50,0,1,3,0,3.367,0.629,10.084,2,1.004,1.109,0,0,0,1.295,3,0,0,0,2.351,0.004,0,0,1.075,0,1,3,1,3.895,2.364,1,8.515,0,0,NRB
5.047,2.2477,1,0,2,0,4,52.2,0,0,4,0,3.678,0,10.4,0,0.988,1.09,0,0,0,1.366,6,0,0,1,2.414,0,0,0,1.443,0,4,4,1,4.046,1.929,1,8.933,0,0,NRB
5.29,3.4786,2,0,1,0,0,30,5,3,6,0,3.963,1.958,10.77,8,1.002,1.136,0,0,0,1.263,1,0,0,0,2.36,0,0,0,3.196,0,0,5,0,4.699,2.227,2,9.633,0,0,NRB
5,2.2838,0,0,6,0,4,41.5,0,0,8,0.556,3.887,1.048,10.745,0,0.982,1.128,0,0,0,1.281,2,0,0,0,2.358,0,0,0,3.585,0,2,6,1,3.796,2.067,3,8.919,0,0,NRB
4.802,2.3043,3,0,1,0,2,45,0,0,4,0,3.86,1.632,10.181,0,1.01,1.079,0,0,0,1.438,3,0,0,0,2.38,-0.001,0,0,3.108,0,0,2,0,4.346,2.25,2,9.455,0,0,NRB
5.775,1.4888,0,0,5,1,10,47.9,1,3,9,-0.314,4.579,0.42,11.693,14,0.992,1.111,0,0,0,1.286,11,0,0,1,2.666,0,0,13.296,3.124,1,5,8,1,4.026,2.024,2,9.653,1,0,NRB
4.837,3.2718,1,0,6,0,0,28.1,3,0,13,0,3.665,1.621,10.229,0,0.996,1.153,0,0,0,1.232,1,0,0,0,2.307,-0.001,0,0,2.315,0,0,3,2,3.939,2.111,5,8.797,0,0,NRB
4.985,2.5536,0,0,3,0,3,50,0,0,3,0,3.49,0.569,10.158,0,0.98,1.107,0,0,0,1.313,2,0,0,0,2.327,0.001,0,0,2.096,0,1,2,2,3.765,2.077,1,8.528,0,0,NRB
